Author_id,ISBN
6174,0872168328
4986,0786705302
13909,0743203178
13533,0812550897
62,0881849804
1679,0671725254
3940,0810934302
145,006008118X
12089,0312266588
4789,0312906765
4944,0312274785
8622,0884042871
8622,0884042847
1869,0445204303
14960,0380003821
14337,0879801646
1956,0879801646
1240,0553227734
8928,0486232948
12811,0553241575
12811,0553205315
2268,0671493515
1788,0828103054
2052,0812561589
1824,0670884839
8373,0449227421
12015,3404118839
7779,3442430879
10317,3442430879
10449,3426600218
6862,3426600218
1567,3809413747
15636,3442723833
87,096788330X
10129,0929141652
1344,0525244581
7828,0373706847
1205,0373706847
2549,0440414121
4214,3442441080
10317,3442441080
8114,3492238572
4904,3492238572
14133,0805010858
7709,0963622927
1848,0963622927
15583,1558506462
7852,1558506462
1385,1558506462
10232,0140245480
9833,0451167716
11727,069811695X
14617,0262121867
14339,9839236083
6928,0811830454
8433,0811830454
851,0811830454
10753,0310329914
12661,0440203430
3102,0446606324
2256,0553211234
2343,1593080077
14234,1593080077
13697,0446604089
9619,0446603287
4527,0446343013
6515,0451202473
1065,0060548827
10751,0804119937
6196,1558746986
9954,1558746986
5659,1558746986
11221,0515132187
9204,0704349469
3930,0394758439
2224,0449213447
6868,0446670251
9907,0061098736
2106,0448095149
10902,0702227773
6986,1841219266
270,0671015842
10754,0140149708
13916,0434271918
7659,1840461535
1655,1840461535
3324,0563534753
9905,0563534753
3324,0563487496
1438,1862042497
6262,1862042497
4800,0330328573
6481,0330328573
1681,0330328573
230,0751516880
2852,014062225X
15125,0140622144
270,0340765429
4633,034066049X
11482,0425154092
8649,0425179613
13288,0425179613
10572,0375724370
11402,0446677671
11775,0446677671
11402,0060969911
11775,0060969911
6092,342310516X
1843,342310516X
734,3492040683
188,3502506809
7411,3453127013
8513,3453172841
15125,359650547X
7456,0330262726
7456,0330253565
7655,0553057960
7820,0671014196
13501,0688171877
2263,0871136791
13132,0679400540
4035,0805009213
12330,0679406557
4556,0684814773
13525,957131577X
10236,0517881004
11386,1879181363
3474,0671518909
12809,055321277X
6956,055321277X
1270,006039241X
10301,0553380095
1270,0060391502
1516,0060391502
2455,0874779669
10239,0874779669
7092,0679726225
2504,0306810123
10620,1555834310
14832,0684841827
217,0440504708
14113,0440504708
10007,0671521136
8392,0399518460
4131,0688140718
396,0853301239
14187,0553284347
7068,0345356500
842,0440473500
6724,0773674489
6251,0743423682
414,1410798860
9507,0525945938
4185,042516876X
857,0385496095
9648,0385475721
10584,0385319908
15009,0425142035
12048,0061096253
5654,1551667509
3789,0553277723
188,0425068099
15003,0449146391
7291,0312421117
1630,0761514430
10752,0761514430
876,0679405283
1479,0440508975
10985,0440508975
6771,0006751504
11221,0515137111
14293,0345456939
4233,0060504110
8122,0060542799
1179,0743469844
14407,0553583573
11103,0446613886
10992,0449148238
2387,0373289278
7122,0451205561
9520,1551667371
8752,1551667398
5240,0778320324
5720,0778320413
12621,0553107380
8429,0375406182
14133,0553271636
9527,1892145057
14680,1892145057
14050,1892145057
7429,0345389964
4755,0486256111
7297,0679751521
14762,0590120727
11409,1888054557
10625,0312099045
14315,0312099045
6614,0312966091
327,0385265565
13947,0670813648
8900,0892961759
4924,0345372433
9018,0399144315
5076,0786883219
818,0375504613
10599,0785263535
6160,0380896389
6160,0380896419
1928,0671252941
5104,155972272X
4875,0393046338
6614,0671001795
765,0316526835
1233,0385307888
1236,0385307888
6318,039447970X
409,0425161285
1889,0156904365
4847,0156904365
12036,0743448421
4299,014034991X
11540,0440414539
13917,006106498X
10340,006106498X
15524,0553274295
15499,0590457799
9685,0689800843
10066,0590457233
15518,0689311001
1262,0590926675
1790,0671794019
4963,0671794019
11727,0440403332
1471,0440948991
9685,0689849176
14773,1586480103
686,1586480103
6130,1570282021
4797,0877950938
11971,0743490398
5109,0451524667
1873,0451524667
13155,0446600253
14494,0345386744
827,0965894355
14982,0671039857
14982,0671039830
14976,0671007696
14982,067100767X
7507,0140063838
7384,0207169519
8319,0684870819
6196,1558748040
9954,1558748040
8504,1558748040
13777,0425132986
14169,0439053862
14982,0743403614
6865,013029442X
14100,0843925027
8160,0756400953
11765,1559210869
9853,0886779960
3569,033042095X
7229,0789716399
7115,0821767240
2039,0515135356
734,0316782262
3080,0525945210
2139,0786869054
4608,0446530387
7205,0688177743
13951,0375413634
593,0425147762
14115,0399149295
7056,0066212693
2605,0670031062
3724,0679439382
9135,1565123417
11931,0451179188
1416,0786867612
8594,0061098035
7847,0553572105
10028,051512950X
14603,0312926456
10995,0786889837
883,0804108749
7553,0425121631
13597,0804109052
13831,0345402308
11931,0451168690
7655,067945960X
6447,0316693235
2154,0451188616
520,050552208X
7929,0380820846
3332,0425153975
12915,0425119653
6047,0553579983
11482,0399149325
3311,042515971X
13771,1583144269
8143,0446610852
10305,0821771426
7820,0671744577
2231,0373261047
8299,0743233468
577,0804114986
14181,0380808072
785,067179356X
8299,0743410505
7261,0380750848
14303,0425151883
13342,0446611808
510,0310220033
532,0553583360
3243,0446600709
11995,0671019929
6898,044915002X
6111,0425178579
6596,0449907953
13842,1551669498
8143,038081448X
7947,0140069135
1433,0696214563
9070,0696214563
4767,044808919X
4767,0448089165
922,0451626079
14329,0451626079
4820,0451626079
4864,1563831236
4864,156383121X
1440,0028620666
2610,1892051176
133,0877201358
12294,0844273252
11965,0201741644
10710,0201741644
11185,1559362324
13892,0345430786
6447,0316710571
12331,0060555513
3269,0892967544
5214,0399148655
7704,0312319142
13914,0345457587
9073,0345453417
1114,0060555653
15235,0316591122
4816,0312319517
14135,0380978830
13981,0385336209
9133,0553802526
3243,0446530689
13391,0399150854
4329,0060083956
9036,0446531421
3830,0446531421
2952,0312306814
6487,0312271786
12661,0399150870
14115,0399149821
3332,0553802496
7655,0345452577
11356,1400041414
15120,0060193883
14982,0743428684
12523,0525947655
12811,0312316690
6377,0060005556
13935,0312304269
13898,0312304269
12907,0399148760
6447,0316603287
12661,0399145664
3066,0425178102
2743,0553580515
13523,0749301015
20,0749301015
5910,0445204222
435,1930252501
15180,0515123293
13902,0312985207
7069,0312985207
7430,0449220354
10248,0312981260
15444,067104754X
10546,0385144741
484,0385144342
10457,0595175686
9744,1594082316
9744,1410777057
10890,0374172471
1160,2070394867
7082,0609807420
15326,0425122956
5376,0451208765
6177,0618129022
8769,0345423402
8769,0345423429
8769,034544356X
5376,0743454146
13947,0451210840
8208,0425152367
5006,0553374435
3332,0553106643
9820,0553057707
2809,1853263508
10046,1567185711
6538,1560251476
8212,1560251476
7554,0449223795
13208,1568846533
4935,0312144075
6816,0684869233
4376,0156007479
6455,0061031844
672,0312267177
8468,0345434943
2143,1860110886
13461,0875421849
9550,0786868619
10652,0786868619
13064,0786868619
10310,037550303X
9254,0345442741
11560,0970272707
3332,0399138439
15384,0130484717
14564,0452276365
2906,0671723650
2906,0671733354
5376,0451206525
15009,0140445943
10415,0140445943
8539,1557489297
12271,0553280430
13947,0451167317
11831,0821725998
2042,0590444646
12958,039951743X
10684,039951743X
9292,0671517643
605,155748919X
6583,1577480112
1089,0451457250
9709,0394741838
39,0394741838
55,0394741838
12172,0345428455
3338,0671541749
8583,0671541749
1715,0345314875
9339,0140446109
13047,0140446109
7399,0140446109
5864,014044422X
15159,014044422X
11902,0140147683
11659,0452270294
6414,1560766263
7438,014011341X
4880,0155026607
12684,0155026607
10386,0155026607
1316,0312850247
1536,0312850247
12172,0786913886
9953,0766607208
12184,1884820298
5883,1884820298
15009,014042346X
3249,014042346X
5477,014042346X
1958,0440133017
420,0140587640
11221,0399144706
8606,031285904X
8919,0140444173
13095,0140444173
5174,0380769158
11490,0380769158
12172,1560760478
12172,0880389052
12172,0880389206
14396,0140193669
1977,0140193669
10655,0140194916
3884,0140255109
11960,0140255109
11198,0140255109
15486,014070731X
4397,014070731X
4841,0140445145
10619,0140445145
7581,0452010845
15009,0140048162
5799,0140390537
4811,0140390537
5962,0192713434
876,0345396936
10127,0312261918
11164,014010870X
15486,0671722840
909,0553233890
757,0553346083
11347,0330306839
4012,0140181903
727,0140181903
972,0786881275
8214,0786881275
3931,0394587545
3939,0020519303
11442,0345315014
3342,059022638X
9623,059022638X
12155,0590466178
10050,0006514588
13350,1578660432
13088,0761116230
9522,0761116230
9097,1580174493
4186,0380819600
6900,0312980159
9150,0821771116
401,0451403967
876,0451403967
9607,0140277749
3348,0140277749
6007,1580050158
6542,0451524195
2074,0451524195
8596,0821768093
13645,0440214866
13645,0440210046
13645,0440214858
2464,0380818957
401,0451191889
876,0451191889
401,0345423658
11479,0743410262
3706,0515119660
1469,0312979851
6563,0312979886
9249,0446671339
521,0446671339
6111,0425173631
7504,0451524748
2556,0451524748
14954,0553212451
10860,0553212451
1127,0451191137
8936,0451191137
12839,0553299611
876,0679454489
876,0679454470
6111,0425176304
4588,0684824485
10241,0684824485
4588,0684801558
2763,0440225639
4588,0811212475
4025,0811212475
5571,0553584782
5758,0805417761
12422,0805417761
13713,087542791X
10392,015696158X
283,0679720200
10255,0679720200
2535,1852302089
7418,0140092838
5925,0679424474
9102,0373250371
6614,0312983271
13853,0312983271
2349,0312983271
4269,0060507845
865,0345295684
11705,0312204353
323,1551669285
256,0446670111
7753,0020545509
14759,0385468490
14744,0312979096
13983,0385313861
7193,0323023924
5287,0323023924
1380,3257232993
5766,3499141639
4224,0702217921
266,037328019X
2856,1557735840
7537,0515111341
9140,0373242190
5164,067163156X
2353,0380541718
7651,0749300663
925,0821221817
11073,0684146010
11061,0684146010
11835,0441007163
3807,0345391829
12998,0345253884
8373,0609603086
7740,0553282816
14133,0553284789
14133,0553279556
3964,0812580141
13478,0374281947
7456,0345420438
14963,0689300549
865,0345384911
13969,0345332997
8825,0451194101
12413,0451191013
12286,0553564943
9853,0886772370
12468,0886772370
8518,0671637185
5273,0140154787
6880,0751514403
5862,2070361381
12061,2070361381
12424,2070381161
3001,2070380599
9732,2070368823
676,2020477815
11031,2020477815
2483,2253151165
15635,284205461X
3606,2277220620
15153,038073124X
15128,0002713276
11569,0002713276
11598,0375725849
6177,0345318587
14201,0345340973
7740,0440106443
14638,0515104531
89,0515104531
7740,0553238450
10120,0671701231
7740,0553290266
8825,038072541X
11885,0449204553
11083,0446605409
8726,0061009504
608,0142002399
13973,0142002399
11591,0330328743
9732,2070376990
7439,2264034882
6175,2264034882
273,0786711256
6741,0446605956
11287,1864484098
1495,0399136479
13489,0679776818
5264,0812508424
5264,0812555333
7639,0312931123
15326,0312931123
7096,1569711240
12306,0441007880
12306,0441007090
14506,0812540034
10766,0451458842
10977,0345382455
8116,0446610771
8031,0812520076
11508,0679416773
14719,0812555171
15132,0963784617
13391,0440224713
15174,0425096440
7444,0553280414
11221,0373484232
8899,0064410137
1708,0064410137
10527,0064410137
13561,0373291108
13832,1402710658
14775,1402710658
3485,1402710658
5931,1402710658
12827,0446600377
4241,0451410610
14139,0345440765
13457,0836251822
13028,0763616087
3807,3453209613
8717,0517706814
10696,0517706814
9687,0517706814
1471,0590044931
3116,0590630938
14086,0590630938
11399,0439087961
1747,0439087961
7531,0141303786
5156,0141303786
4684,069401110X
14430,069401110X
5313,0786842431
3331,068981934X
1790,0671737295
6636,081673416X
6562,0439323738
7128,0440496039
11452,0440496039
12683,0689710682
15624,0689710682
5313,0590462318
11140,0394846656
2722,0590458078
10166,0152099905
1405,0152099905
7230,0152099905
1790,0671745670
8200,0671745670
6367,157765692X
5460,1577658043
6037,0382243579
767,0590523465
4615,0140319301
4007,0816728798
1471,0440472091
6169,0439136369
10119,0439136369
9286,0688160867
150,0688160867
12176,0590673181
1471,0380712369
11697,0380712369
9149,0679804021
4624,0679804021
1790,0671798340
8200,0671798340
2042,0020418809
15518,0449701778
12597,0821730002
10739,014034893X
12155,0590483463
10893,0385498799
4684,0140366660
12927,0140366660
4955,0060278250
4955,0060278234
4955,0064471837
8908,0064471837
8209,0345366239
3807,0330262130
10836,0416052029
1909,0689867034
12431,0786885971
2192,0689870027
13455,0590769588
4300,0590769588
3376,0786817909
4170,0060595094
8319,0684832178
11068,0380807343
3078,0380807343
2192,0689859910
652,0957881436
5250,0140341773
843,0553577123
11333,0553577123
10792,0553577123
14222,0553577123
5299,0307222519
10957,0671021184
9312,0064473627
1179,0061008761
13841,0684870827
10640,0375727019
4762,0375727019
3388,042518689X
12087,0380752891
3010,0807848735
6763,0813116791
10228,0394744543
8592,0385333501
3155,0316925195
7769,0425176053
4368,0425176053
5182,0330301497
5771,0297778536
818,0812969812
11685,0306803984
13947,0451163524
13947,0451194861
3078,0451194861
4648,0852073259
14836,0452280621
14492,0195042239
7569,0140187375
13947,0451166582
9073,0671019732
6861,0671026011
3508,0231120621
6630,1895555590
14724,0888992424
1717,088899124X
8136,0006479650
9983,0888991703
1717,088899088X
8136,0006479383
5703,0330375253
7828,0373834993
14812,055337933X
3555,0002245663
7411,0385503822
7036,0609804138
2478,0345439104
5801,0316852570
9155,0061031410
10824,0375757597
13667,0140071083
12862,0345248228
13103,0374423415
7975,0743439791
10182,0192833669
9805,0192833669
8606,0812548221
602,0380784165
6279,0684848406
9107,0446677698
11934,0451192990
188,0425105695
15009,0441003524
840,0451455835
110,0679742565
2743,0553575384
9648,0449214176
4233,0061031070
11482,0425180638
2256,1853260045
9637,1853260045
7304,1853260045
14611,2266051326
7916,0752860178
5598,0441009239
2231,0441008534
13082,0312924801
699,1857970446
11117,0786702427
12155,0590477420
12155,0590477447
8487,0440222435
10116,0451454537
4748,0316555525
3430,0688101194
12185,0241123968
5941,0060112719
1146,0671739085
1087,0821756044
13098,0786004827
4369,0751516678
10243,0297828991
9762,0061013722
8373,0451163540
7525,0735201994
2821,1414011458
10047,1564029654
11563,1564029654
11291,0307121259
12543,0307121259
13341,0671493183
3866,0679882812
13341,067144901X
4414,0399215921
11368,0394900189
11368,0394800206
5453,039515023X
9729,039515023X
3192,0953881024
3532,1852860596
15486,0521426219
12378,0521426219
10908,0859344304
11374,0859344304
10509,0671787551
3083,0671787551
10509,0671869108
9853,0812516001
11260,0394821998
9714,0449208796
2793,0393318451
5763,0192835181
9922,0192835181
14944,3518115758
9892,3442432073
13152,3442432073
4007,1853261076
5013,0786706953
11523,0345443233
7704,0688149626
11221,0399145923
6447,0316693251
9725,0373706936
10004,0804107432
13015,2070373622
10823,0375503994
9267,0375503994
3670,0688062229
14445,0688062229
15001,0937295078
11126,0937295078
14284,3540587101
14978,3540587101
13999,1565922093
7880,1565922093
3731,1565925653
4588,068416325X
13903,0843105550
6997,0672324253
9890,0672324253
3171,3442722497
2444,3442722497
15537,3442545544
3743,3257225334
4598,3257206089
2727,0312423187
3726,3746614007
15549,3746614007
6530,3548253652
7003,0140063331
110,0679735909
6160,0380716542
6160,0380792486
6967,0670881767
1681,0451523377
8942,0451523377
93,0452281423
876,0452281423
1199,0553581651
12117,2290314889
1471,0380709139
14886,0380709139
5630,0679775439
6177,0345272609
6177,0345272595
6177,0345272587
3579,3499433265
2757,3871340758
5392,3498063618
677,3423122080
12216,3423122080
2501,3423122080
7190,3548252443
15547,3404242327
12069,3746680174
14945,3746680174
13848,3596215226
4834,3518379089
307,3518373080
898,3518373080
15520,340460024X
242,0748702784
11599,3257018959
6786,3257018959
14826,0553240633
4403,0786817089
3387,0385334923
178,0345445856
7820,0743437136
13684,344272872X
10792,344272872X
7713,0684841215
794,1587242583
4548,3746616360
2527,0140026177
14133,0449221490
13346,067943335X
5703,0670033332
9756,0060520515
409,042513699X
883,0679407715
14138,0747273200
1101,015602943X
4152,037570485X
4152,0671686151
409,0345455916
9337,1931081743
6127,1931081743
12783,1932047247
15238,1930586787
4684,3401045660
8545,3401045660
430,0156028352
12899,0679733485
11863,0732269199
12647,0671877046
15619,0380761599
11808,0446609900
9704,0553281437
9703,0553279025
14888,0553279025
14391,0886773741
9314,0609608924
10382,0812549007
9703,0553276387
14888,0553276387
14391,0886771625
8273,0440223547
11380,0140186484
15185,0140186484
11967,059041691X
1713,059041691X
2070,0590457403
2106,0448095041
2106,044809505X
3391,0380728508
3258,0312916450
1232,0804106576
12314,1886910529
6762,0140818030
5822,0140818030
13284,0061032042
3032,0061032042
5267,156647101X
5606,0684825414
3493,0385475462
3569,0515126098
10720,1888608501
7429,0345387651
8058,0345384563
6513,0590440152
1045,0553287893
6988,0451628640
14459,1566891051
3828,0883964201
11554,0883964716
4969,1881273628
8672,0785266097
14539,1883013852
14538,1883013852
14537,1883013860
14533,1883013860
188,0425067866
7241,0812092007
7929,1586602241
14094,0736905324
12615,0393047229
7020,0061073628
11177,0688140475
14857,0609808400
9283,0609808400
13774,0609808400
12615,0743200330
3213,0743200330
3506,1931402213
8516,0966723724
14047,0875730701
14424,0875730701
6746,0972208607
7244,1884800394
3695,0971971501
6824,0397320426
14066,0553580531
1491,042517364X
9833,0451160193
11906,0679402292
8045,0811801020
876,0679433023
7095,0679446672
4684,0553212036
1901,0679463321
10449,0679444815
10449,0394589424
5073,0465072836
6399,0486268705
3839,0486268705
13904,0486275477
15408,0399145796
15357,0140714545
94,0140714545
13885,0140714545
7250,0072546409
1206,0060921145
12360,1841763101
11469,1841763101
12360,1855329816
1554,1855329816
12360,184176311X
11469,184176311X
11987,085045512X
1831,085045512X
12472,0007137508
7429,037540290X
5094,037540290X
7554,0553241729
3076,0517883864
5925,0446313939
12235,0446313939
3569,0671680781
500,1592869629
2773,0800782194
7039,0821761196
10939,0061084719
6628,1551661594
12207,0515120340
4623,0821761730
15163,0812507428
8249,0812507428
3332,0425121259
14203,0061030430
2313,0840757239
14031,0553138014
315,1586481614
10575,0553572210
7554,0553288342
2429,1575668475
13947,0743467523
10446,0312950489
4896,014012389X
4891,014012389X
2341,0804106274
3638,038548755X
9994,038548755X
11083,0446353205
7740,0553208225
10426,0770103936
8318,0373970021
5010,042516019X
13697,0446357405
11171,0340223030
10138,067180913X
8272,067167269X
11346,0722150954
9973,1552780724
15096,0440223822
13794,042509586X
13794,0441090729
13794,0425097226
1510,0446675962
1828,0312867395
3143,0345300807
12774,0446517984
10136,006464801X
11221,0373834284
3019,0440224853
9235,0345404114
4008,074723003X
4008,0747230293
8187,0553579193
5918,0471407380
10537,0060984422
9368,0553567152
12450,0451211014
9368,0553283502
2070,0440219817
9368,0553570870
13107,0786813709
13342,0446361739
11131,0141007338
3484,0002261529
11424,0007110928
10584,0375760393
7884,0440467012
188,0425129586
6018,0373168284
14748,0679745130
10824,0375502815
2842,0590483803
1179,0671027662
12511,1580081231
5433,0452279089
7907,0452279089
15484,0316779075
9997,0316779075
15048,0399523308
14359,020162690X
15048,0671021761
547,0915473569
10068,0553580744
13299,0553580744
15312,0553580744
12964,0553580744
8966,0451171071
12934,0671620495
2467,0688151078
188,042513024X
4939,1558321160
8180,0446530239
6523,3492256341
11622,0805067140
6071,3518383973
9015,3518383973
14508,0552133256
6454,227724113X
10637,0156011603
7838,0345335058
3807,0671742515
13616,190288132X
12006,190288132X
14950,0446357200
4588,0451526643
6702,0451526643
14846,0316198951
6141,0312244991
6446,0312244991
4313,0312244991
10459,0375706143
14098,0953327523
5005,0451149173
14378,0140065504
6453,0140065504
727,0679759328
4684,0440447674
1901,0345427637
15337,055321263X
9648,0449213765
9648,0446314986
6542,0553213105
1397,0786703229
8523,0446674168
1313,0671602543
7115,0451199979
5530,0451521072
13155,0446675369
9292,0440466091
3094,0440416027
7678,0380012057
2402,0385474547
12743,1573220531
14982,0671020293
2376,0595259677
5729,0860074382
13277,0140386084
3807,0330267388
9565,1896764096
8852,1896764096
4597,0679426140
1704,0671042572
14595,0812990323
13977,0930452933
6409,0930452933
7065,081269421X
8781,0385487398
7478,0609608096
7138,0609608096
4819,0312141475
14614,0743420373
15389,0743420373
14229,0099287927
13475,1558184023
4478,0684869748
9967,3442448794
4273,3442448794
2834,0689832923
4984,0590640860
7609,0060937688
4988,0440219760
14061,0553371843
15049,0916773191
6227,0916773191
11992,0679736662
9507,0451209907
1269,0312954166
14133,0449221512
14657,0451409647
10014,0375707093
11361,0399149783
8373,0525946284
9507,0385318073
6863,0061013315
342,1400031362
7977,0804107386
14610,0140435530
14697,0140435530
5559,007212170X
2600,0307120848
10218,0307120848
2294,0689846088
8007,0689846088
8232,0689842708
11308,0689842708
398,0786846461
1551,0671038311
2050,0671038311
6773,0140381538
153,0064472612
11159,0743400771
9169,0849959306
10981,0849959306
14133,0449223612
15421,0380818817
11243,0060959940
13195,0425181863
409,0439443857
11757,0061031127
10789,0824511743
13693,0875963021
14800,0399526005
5384,0399526005
12492,044020352X
955,0156012197
12473,0156012197
1952,0449221180
5776,3423703040
10326,3423703040
1132,0425179206
14812,0553107755
11323,1853260150
15125,1853262390
11323,0140010211
6059,0393314804
8947,1591291666
3294,0843944331
12524,0440403782
6387,0312168748
3540,0590897543
5642,0425155463
8448,0312266065
14711,0843952008
14046,0385261756
7864,0671014021
4949,0671014021
12482,0393093247
12840,0812549325
9292,0439101360
11727,0439101360
3470,038073186X
2290,0140621598
10120,0440195934
11623,088038722X
14868,088038722X
12852,0844295582
1415,0140314202
9498,0440998050
5712,0439319137
2702,0330352091
2866,0140014845
13543,0060269928
9368,0553299328
4163,0743464672
9576,155874424X
13208,155874424X
4856,2070414574
4879,1853262803
12629,014032870X
10471,014032870X
12880,0345396669
259,0316181358
1529,0385468709
10700,0385422938
14633,0060165979
8286,038542194X
12823,1565122968
5199,0486280594
9448,0843114797
4597,0804115613
4421,0375724958
4421,067973855X
4421,0679771832
6177,0345340426
10572,0679745203
3773,0679777482
3773,0679777474
3773,0679777466
3773,0679777458
7429,0345449347
5587,0879100362
13123,0879100362
13728,0312252927
13728,0312266510
1084,0151005346
9688,0151005346
1083,0156006391
13775,0156006391
3773,067977744X
7688,0156005204
5249,0156005204
7688,0156006243
5249,0156006243
7688,0156010593
9657,0156010593
12538,0375701907
7688,0156004011
5249,0156004011
1083,0679777547
13775,0679777547
7429,034543479X
4924,0345396456
8919,1853262714
9307,1853262714
1126,1853262714
3928,1853262714
10790,0888012055
10790,0773759697
11600,1895837618
4262,0375705198
4802,1550548166
6036,0385720327
6894,0385720327
195,0747545634
310,0374521956
2175,0889951926
6596,0449910830
13688,0771079567
7496,0571212212
2870,0671439162
2686,0345419073
5336,0590419447
8565,0425166090
5327,0440227011
6510,067188784X
13076,0671041657
14321,0894808249
5200,0590475363
13391,044021873X
7106,0449223345
4312,0764227890
10260,0060244151
9205,0060244151
6308,0684829223
12585,1573060313
12791,0881337269
258,0881337269
2551,0671872648
245,0375758585
7615,0061013579
7673,0061013579
11566,0061013579
7339,0449223833
11116,0394520939
1427,0394583256
15235,0316592382
1589,0439372941
1708,0439372941
7553,039913543X
14850,0517092816
876,0679412956
14836,0394423291
4608,0688156142
3332,0399137734
5801,0316955191
12661,0515123498
6128,0439139600
10119,0439139600
6525,0670894370
15408,0441007554
14811,1555910807
6237,0553271105
5507,0385495641
6525,0670031208
3711,0670031208
11931,0525246606
3405,1880238667
2695,1880238667
13114,0822315890
10391,0140100032
15465,0684870673
7577,093914994X
11114,0552143774
7988,0886193540
3011,0142004278
12672,0451192036
7424,0451192036
7423,0451192036
14485,0310217598
14485,031021758X
1475,1568654782
4355,0140434186
11752,0140434186
6399,0141182458
503,0595140459
505,0913559482
6751,0517189186
10890,0374148570
4896,9681336089
7684,0375700668
4747,0743204239
1681,0192833863
10259,0192833863
13464,067931041X
7416,0805041508
12952,0380977702
506,096774590X
8180,0446531480
4587,3442353971
5687,3442353971
7461,0451207645
8670,0316092738
2897,0316092738
6003,0743428188
10326,0590598856
3912,0061000078
14982,0671670689
873,0449000869
13342,0446605581
240,0441694543
3663,044640344X
2390,1572972181
15393,0345395069
11924,0425148343
12885,0515117552
3948,042514545X
8085,0553298836
11924,0425156729
8085,042516988X
11924,0380794772
8299,0671011375
9390,0515124796
14017,0515126489
12538,0679753826
9951,0380974282
14265,0684196778
11482,0399142851
11482,0399146253
6447,0316693294
14106,0892964111
7456,0671042742
9054,0385480385
6410,0385488424
11702,0553096834
9821,0425130746
7540,0553102133
15370,0345391330
12513,0345334019
13367,055356966X
3550,0553574663
10995,0451180054
650,0812590554
3364,055357924X
9775,0061093920
6943,0671898779
4587,0812571991
8969,0451199650
6116,0451197429
4214,0553102346
7553,0399146504
8181,0312143648
14407,0553099590
13391,038530000X
15540,3499233312
15206,0140620508
54,0140620508
872,1895565545
1344,0416469604
3064,1841120685
10229,1841120685
8566,1841120685
3329,1841120685
1199,0044402449
3191,0749425628
2851,0749425628
3980,0273622218
14093,0751530328
6542,0140431020
9660,0140431020
14126,0749418222
395,0241141095
6386,0450547434
9652,0340766638
9648,0860680649
10888,0140040021
4347,2253098183
9625,0312997159
12604,0786890061
10301,0553279378
14178,0440209986
14135,0380788640
14135,0380788632
14135,0380717581
2181,0684826143
7149,1551666987
2039,0425176037
556,0156013126
11112,0156013126
10953,0446610941
14777,0425083837
8837,0425135721
6278,0515130540
8636,0515090654
14407,0553292722
11088,0380721643
11088,0425183750
9619,0445408502
12748,0553270486
4249,0380798573
3542,0452282268
886,0786867787
2748,0307001253
11455,0590484133
10994,0590484133
10171,067982412X
13280,067982412X
3435,0373227272
4923,0373872410
2551,0671550578
2551,0671550764
2346,0373226918
5608,0761118691
6171,0671680080
3221,0671680080
15487,0671680080
10449,0345354621
3807,0671442686
3807,0671525808
6749,0671684027
8350,0671701304
13545,0380773066
2255,0812516214
75,0446602299
7771,0446602299
10106,0312954115
587,0671742493
10182,0451511328
15486,0671441515
15309,0867211725
12527,0867211725
11635,0140111891
12189,0140111891
2266,0061054143
11836,0449220893
4232,0064420485
1487,0064420485
4975,0590939351
192,078688214X
5774,078688214X
4492,078688214X
8202,0446391301
8690,0743233026
1762,3442722403
14283,3442722403
6058,3442720117
14935,3442720117
5763,0140621873
14850,0060119071
12488,0875963234
13896,0875963234
14533,0875963234
11017,0449911462
11909,0931580587
6334,0312123337
5605,0965603695
12771,0068596022
15396,0068596022
9113,0066620732
3139,0066620732
751,0525446052
9817,0525446052
1955,0440417449
2642,0440417449
5423,970651452X
13310,0613282728
10730,0802130119
10793,0802130119
13391,0440224705
6614,0312983867
4451,045120994X
178,0345459202
11836,0312955731
14812,0553205803
843,0553541633
4493,0684800713
12523,1566840287
9419,0062500260
13487,0380793229
7513,0345304659
2571,0786888083
7513,0345344464
11876,0374115540
1200,0374115540
3812,0671718436
4493,0684163268
342,1400031346
9303,0754101495
13397,0446524131
10304,0446524131
13478,0446612626
5848,1565076613
3068,1565076613
1399,1565076613
4764,1565076613
734,0316781142
8717,0609801279
6069,3257230915
2767,2035877393
14705,2290301531
4020,2070374874
11564,2070374874
9756,0060008024
5492,3442725577
2450,3442725577
14017,051511264X
13221,0425052028
3640,0425052028
3807,0330491199
13531,0373709323
8024,0373710062
14760,0782141676
9490,0399526609
876,0345389417
14777,0425147584
1220,0451177037
14186,0373710291
14825,0451406079
2910,0373471564
7831,0373710267
752,037370870X
11403,0373709307
7831,0373708726
3048,0373710283
12326,0373710054
11403,0373710356
9435,037371002X
11777,0373710259
14428,0373710275
1168,0373484380
6907,0373484380
6258,0373484380
2612,0795151314
442,0940863332
1035,1565924975
13947,0684853523
1535,0060193395
10453,0060193395
13697,0446363669
8705,0373471645
7831,0373710208
8277,0373710186
3344,0373484518
13856,0373484518
9105,0373484518
1696,0373710216
11403,0373710070
865,0345339495
14982,0671525433
13837,0060675357
8692,0345302575
602,0812571231
10379,0812571231
6226,0345386868
5139,0151002444
1376,0151002444
9085,0312152000
15307,0452283442
6600,0440918022
7668,1853260274
13444,081254949X
876,0345404319
9209,0671721887
14982,0671682830
12087,0688086888
12087,0312864663
7952,0312864663
2551,0812510488
14083,0345441494
12978,0609609017
551,2253041939
12067,2020326450
7637,0671015583
11846,0140248943
9013,1894770099
7103,1894770099
14357,0571057063
6132,0670887315
188,0425098451
2359,0804105138
